LeadID,Date,MarketingChannel,Impressions,Clicks,LeadsGenerated,Conversions,Revenue
3682,2023-04-15,Facebook,7285,2055,1331,726,364452
3683,2023-12-08,Organic,2461,154,110,23,7406
3684,2023-01-23,Google Ads,3148,1097,745,525,76125
3685,2023-10-19,Facebook,1584,641,64,21,12999
3686,2023-03-13,LinkedIn,3119,2097,1395,160,60480
3687,2023-11-28,Google Ads,2037,203,56,52,21840
3688,2023-07-08,Google Ads,4180,130,45,2,1338
3689,2023-06-20,Facebook,3954,1779,578,366,152622
3690,2023-08-17,Google Ads,5952,5350,1201,1108,220492
3691,2023-12-09,Organic,1056,305,187,35,34860
3692,2023-03-25,Email,1812,803,176,95,50065
3693,2023-06-09,Organic,9565,209,165,26,22412
3694,2023-08-11,Email,1433,730,60,14,2800
3695,2023-04-24,Email,1403,905,237,78,59124
3696,2023-11-28,Google Ads,4835,1905,1859,1665,1375290
3697,2023-01-13,Google Ads,7885,1006,899,839,428729
3698,2023-10-04,Email,9784,5492,281,160,35840
3699,2023-04-26,Organic,8292,6412,2960,1393,1299669
3700,2023-07-13,LinkedIn,2875,154,28,12,1608
3701,2023-09-21,Organic,7418,3027,1752,1679,688390
3702,2023-08-15,Facebook,1733,101,16,9,1935
3703,2023-06-25,Facebook,3214,314,238,231,136059
3704,2023-05-28,Email,8984,5503,1770,99,59994
3705,2023-03-15,LinkedIn,2351,1807,637,178,136526
3706,2023-01-28,Organic,1218,506,462,418,381634
3707,2023-08-28,LinkedIn,8358,7845,5778,3995,1957550
3708,2023-05-27,Facebook,5231,5231,2698,296,227920
3709,2023-12-22,Organic,2932,453,134,64,49216
3710,2023-12-22,Email,3369,1238,597,583,282755
3711,2023-01-29,Email,2248,1415,440,423,238572
3712,2023-10-28,Email,3770,816,745,292,230680
3713,2023-03-11,Facebook,9107,4966,3410,142,67450
3714,2023-01-28,Facebook,3230,362,111,44,13332
3715,2023-04-17,Facebook,2632,1841,178,49,16709
3716,2023-01-13,Email,5886,3463,355,52,10608
3717,2023-06-22,LinkedIn,2458,882,569,536,453992
3718,2023-08-22,Organic,9888,8481,5937,5403,3679443
3719,2023-07-16,Organic,4144,3844,2432,2001,1884942
3720,2023-11-20,Google Ads,4073,1676,787,753,367464
3721,2023-04-14,Organic,1062,955,394,366,71004
3722,2023-01-20,Email,2984,1543,878,544,187680
3723,2023-10-01,Facebook,4810,655,140,46,23414
3724,2023-02-26,Organic,9384,5952,2838,1440,336960
3725,2023-03-08,LinkedIn,4506,583,142,114,103170
3726,2023-11-09,Email,7377,1660,1518,14,7672
3727,2023-07-04,LinkedIn,4972,4153,1961,1930,1598040
3728,2023-12-04,Google Ads,1587,182,141,89,62834
3729,2023-02-14,Organic,9289,8137,5490,4366,2772410
3730,2023-10-27,Email,5873,1434,1098,700,188300
3731,2023-01-18,LinkedIn,5401,295,244,127,107061
3732,2023-04-22,Facebook,9574,346,128,53,19504
3733,2023-03-14,LinkedIn,2462,1863,1564,171,52497
3734,2023-07-13,Google Ads,6536,4064,1997,200,104600
3735,2023-01-28,Email,7045,153,147,18,5670
3736,2023-02-02,LinkedIn,6556,500,426,328,312912
3737,2023-09-17,LinkedIn,8101,7605,7380,4217,1307270
3738,2023-06-27,Google Ads,7128,3398,2769,2171,1480622
3739,2023-07-15,Facebook,8681,1357,1271,920,279680
3740,2023-05-03,Organic,2379,1499,686,633,608946
3741,2023-10-06,Facebook,4428,3552,1105,412,172628
3742,2023-12-07,Facebook,4095,2919,2683,1173,1072122
3743,2023-11-22,Facebook,4929,667,297,209,164274
3744,2023-09-16,Facebook,4966,1600,1538,880,339680
3745,2023-01-08,Facebook,8460,5051,813,229,82211
3746,2023-11-23,Google Ads,4828,1327,1277,509,295220
3747,2023-09-22,Facebook,9587,2501,871,301,155015
3748,2023-06-17,Google Ads,8841,4191,918,169,167986
3749,2023-11-24,Email,4184,3796,3000,954,716454
3750,2023-10-30,Facebook,7396,7148,4687,1902,1124082
3751,2023-12-05,Email,1012,495,123,11,9350
3752,2023-09-01,LinkedIn,9861,9435,7269,2249,1140243
3753,2023-02-17,LinkedIn,4974,531,223,126,50778
3754,2023-06-20,Organic,3260,2476,2176,1536,526848
3755,2023-08-06,LinkedIn,3441,989,686,1,955
3756,2023-03-10,Facebook,8565,8171,2759,1570,221370
3757,2023-07-19,LinkedIn,5939,1651,1279,493,136561
3758,2023-08-21,Email,4761,2204,43,34,21692
3759,2023-07-23,LinkedIn,4709,4445,2066,1996,483032
3760,2023-09-07,LinkedIn,9093,4582,1412,1049,264348
3761,2023-04-03,Email,3884,2347,256,127,49911
3762,2023-11-12,Email,2300,1760,254,24,10776
3763,2023-01-02,Google Ads,9754,2804,143,43,20898
3764,2023-03-17,LinkedIn,7811,2337,656,236,60180
3765,2023-04-09,Email,2192,261,163,151,113854
3766,2023-08-20,LinkedIn,6404,2347,1837,250,110250
3767,2023-05-18,LinkedIn,3268,2686,1342,1095,614295
3768,2023-12-12,Facebook,1041,228,129,12,10980
3769,2023-04-20,Organic,9239,1765,1491,764,233020
3770,2023-01-22,Email,5806,4046,2748,1914,738804
3771,2023-02-24,Google Ads,1836,1655,699,378,267246
3772,2023-07-02,Organic,4281,3419,1115,506,142692
3773,2023-10-05,Organic,9677,6070,209,63,6867
3774,2023-11-10,Facebook,9465,4332,2846,1206,296676
3775,2023-07-27,Organic,7249,5908,3557,3358,852932
3776,2023-12-12,Email,3195,3114,2777,2629,904376
3777,2023-05-22,Facebook,4196,2944,703,378,139482
3778,2023-11-13,LinkedIn,4994,442,396,275,197725
3779,2023-10-30,Organic,6511,4993,1365,834,425340
3780,2023-08-16,Facebook,1283,585,479,307,72145
3781,2023-04-09,Organic,9028,6514,5540,1700,1310700
3782,2023-03-14,Google Ads,6761,5748,2561,322,163898
3783,2023-03-11,Google Ads,9681,7139,3365,434,235228
3784,2023-11-28,LinkedIn,7146,3385,267,184,172776
3785,2023-05-14,Email,9942,4087,832,497,436366
3786,2023-03-17,LinkedIn,4212,3829,1608,340,313820
3787,2023-03-13,LinkedIn,6624,3174,2815,1805,622725
3788,2023-03-10,LinkedIn,1079,594,515,272,41344
3789,2023-03-03,Google Ads,8462,384,119,7,2996
3790,2023-09-21,Email,7458,3980,3816,3496,2048656
3791,2023-03-09,Google Ads,6773,188,71,20,10880
3792,2023-01-29,LinkedIn,8934,1239,843,62,20522
3793,2023-06-13,LinkedIn,8231,3098,3065,2103,456351
3794,2023-01-31,LinkedIn,4604,3625,521,174,120930
3795,2023-10-16,Organic,3024,2451,1387,1343,1149608
3796,2023-05-22,LinkedIn,6768,5505,2933,2490,864030
3797,2023-08-13,Email,7641,2602,2043,1570,544790
3798,2023-02-25,Facebook,2903,1541,565,120,102600
3799,2023-04-20,Organic,6996,6061,1990,1651,1631188
3800,2023-08-01,LinkedIn,4310,2435,438,438,230388
3801,2023-01-11,LinkedIn,9571,8376,5188,5165,3687810
3802,2023-06-13,Facebook,1654,1386,1288,319,102399
3803,2023-08-20,LinkedIn,6913,5765,2395,2008,1702784
3804,2023-02-13,Email,6373,5573,2506,843,389466
3805,2023-08-16,LinkedIn,3202,2840,2512,2487,1136559
3806,2023-05-08,Email,1150,917,158,76,17936
3807,2023-03-11,Organic,6424,3921,610,465,391530
3808,2023-09-28,Google Ads,6582,3313,1451,1302,307272
3809,2023-08-08,Organic,4815,505,425,136,95880
3810,2023-08-20,LinkedIn,7761,7611,3893,2340,1102140
3811,2023-04-04,Facebook,6690,5049,1114,412,159032
3812,2023-08-24,Email,3985,2800,1485,457,389364
3813,2023-10-01,Organic,5160,202,80,19,17955
3814,2023-10-12,LinkedIn,5029,4654,767,151,139071
3815,2023-02-28,Facebook,8404,8087,2251,650,301600
3816,2023-03-10,Organic,9862,2605,166,162,17820
3817,2023-07-14,Email,5741,3082,51,16,4304
3818,2023-01-21,Organic,7368,363,282,101,80901
3819,2023-07-08,LinkedIn,8970,737,621,173,53976
3820,2023-08-09,LinkedIn,4938,2096,678,50,44200
3821,2023-10-16,Organic,7319,6561,3608,3003,2528526
3822,2023-01-25,Organic,2492,820,15,12,10248
3823,2023-03-05,Facebook,4967,4767,2734,2074,530944
3824,2023-02-25,Email,4696,2795,781,193,110589
3825,2023-11-30,Google Ads,5196,350,234,33,19965
3826,2023-06-01,Organic,8292,2169,833,802,626362
3827,2023-07-22,Organic,8816,7135,6882,4422,1919148
3828,2023-06-11,Organic,7280,5013,952,649,314765
3829,2023-09-16,Organic,6911,3849,797,298,47680
3830,2023-01-15,Organic,4825,741,363,93,88257
3831,2023-10-17,Organic,4595,1616,1229,156,79092
3832,2023-09-24,LinkedIn,9604,6869,2930,1689,439140
3833,2023-12-05,Organic,1324,743,74,50,36100
3834,2023-09-14,Facebook,2704,566,64,14,2394
3835,2023-01-20,LinkedIn,6502,4668,2842,1152,555264
3836,2023-10-20,Email,2064,1801,106,17,2686
3837,2023-10-15,Email,2106,1503,367,266,185934
3838,2023-05-14,Facebook,6752,1319,954,484,460284
3839,2023-09-01,Organic,3992,1940,755,546,198198
3840,2023-06-11,Google Ads,8896,2047,568,148,127724
3841,2023-08-21,Email,4033,3687,2116,1036,495208
3842,2023-06-23,Facebook,8970,6273,1227,763,339535
3843,2023-11-09,LinkedIn,9468,3791,956,550,189200
3844,2023-09-18,LinkedIn,5757,2135,431,416,97760
3845,2023-06-03,Organic,4751,2190,1094,311,246623
3846,2023-11-08,Email,2904,2362,1139,906,848922
3847,2023-06-02,LinkedIn,6731,4571,3955,782,157182
3848,2023-11-27,Google Ads,4664,2528,1150,184,153272
3849,2023-02-17,Email,8183,2138,1752,105,15330
3850,2023-03-27,LinkedIn,4672,2581,275,32,31872
3851,2023-02-05,Google Ads,5706,4950,4694,3357,1195092
3852,2023-05-30,Email,4269,711,291,70,40530
3853,2023-11-06,Google Ads,1533,1090,429,378,216594
3854,2023-02-28,Email,2965,776,569,460,425500
3855,2023-11-02,Organic,7239,1732,1120,962,914862
3856,2023-08-19,LinkedIn,6015,4972,4138,3210,1983780
3857,2023-07-24,Organic,2204,1993,763,374,135014
3858,2023-07-16,LinkedIn,7174,142,44,18,7758
3859,2023-09-24,Google Ads,5731,2510,951,317,172765
3860,2023-11-03,Email,4900,454,71,5,2475
3861,2023-05-30,Google Ads,7583,4604,4368,1696,1363584
3862,2023-07-02,Facebook,7394,6901,4459,2651,1373218
3863,2023-11-01,Facebook,6504,2839,2692,878,733130
3864,2023-08-31,LinkedIn,2067,645,250,53,18603
3865,2023-08-10,Email,8734,3023,1518,1351,1114575
3866,2023-05-24,Facebook,1062,1037,938,184,115368
3867,2023-11-18,LinkedIn,3190,785,196,101,27674
3868,2023-09-17,LinkedIn,8571,111,64,2,1318
3869,2023-03-25,Organic,5991,3601,1657,1358,601594
3870,2023-05-28,Email,8187,2309,586,65,62010
3871,2023-10-21,LinkedIn,3054,2428,2185,884,190944
3872,2023-12-11,Google Ads,3482,1200,928,755,426575
3873,2023-08-18,Google Ads,7564,104,10,9,5328
3874,2023-03-31,Google Ads,5132,4197,1797,27,15363
3875,2023-09-10,LinkedIn,1784,213,67,44,8888
3876,2023-06-26,Organic,4631,1872,637,302,287806
3877,2023-12-24,Email,5054,3922,712,4,1884
3878,2023-03-25,LinkedIn,5213,2987,892,458,134194
3879,2023-06-18,Facebook,2680,397,191,21,6552
3880,2023-07-24,Email,7710,4132,1183,1056,759264
3881,2023-08-09,Organic,2165,1460,192,143,23881
3882,2023-05-22,LinkedIn,3171,2770,1993,671,345565
3883,2023-09-26,Organic,9822,8911,1842,395,321135
3884,2023-08-05,Organic,5397,5132,892,309,291696
3885,2023-04-13,Facebook,5915,4449,1462,344,130376
3886,2023-08-25,LinkedIn,7860,5334,3174,2686,1633088
3887,2023-08-07,Email,8792,5680,1682,877,157860
3888,2023-10-11,Organic,3170,2327,1699,1211,329392
3889,2023-05-11,LinkedIn,9546,2710,201,63,46998
3890,2023-01-17,Facebook,2250,150,24,17,13532
3891,2023-12-09,Google Ads,2073,783,425,313,82945
3892,2023-12-05,LinkedIn,9618,2242,152,63,46116
3893,2023-02-14,LinkedIn,7955,3576,1284,513,149283
3894,2023-03-14,Google Ads,8657,1122,643,149,34419
3895,2023-09-29,Email,8484,7470,7208,5448,5360832
3896,2023-06-02,LinkedIn,3425,2433,447,389,156378
3897,2023-10-31,Google Ads,9652,132,110,85,73865
3898,2023-04-19,Email,2617,265,243,133,71687
3899,2023-07-15,Google Ads,6479,5817,351,110,66000
3900,2023-09-09,Email,8309,4107,1170,211,125545
3901,2023-03-17,LinkedIn,8725,3851,3665,3214,2362290
3902,2023-02-08,LinkedIn,8992,8505,1482,1229,415402
3903,2023-11-07,Email,6430,2623,1998,571,69091
3904,2023-06-19,Organic,2064,1768,37,3,1143
3905,2023-02-02,Facebook,7304,4190,3475,655,87115
3906,2023-01-06,Organic,2251,712,38,30,14550
3907,2023-08-22,Facebook,5621,5255,290,122,28304
3908,2023-12-01,Email,9726,529,85,47,35955
3909,2023-05-26,Google Ads,3601,3394,2234,251,110942
3910,2023-05-11,Email,7672,1160,890,888,719280
3911,2023-10-15,LinkedIn,2057,1957,1907,1328,1053104
3912,2023-09-06,Organic,9325,4473,608,181,175570
3913,2023-04-25,Facebook,3670,2751,1952,1644,1186968
3914,2023-04-26,Email,9821,9493,83,78,8034
3915,2023-05-23,Email,7318,6199,4293,3963,1363272
3916,2023-02-09,Facebook,1890,417,410,22,2332
3917,2023-08-10,Facebook,9828,388,101,70,66290
3918,2023-12-01,Organic,8813,7862,743,453,117780
3919,2023-08-10,Email,8195,227,171,95,75810
3920,2023-06-18,Google Ads,8863,6376,4324,2011,267463
3921,2023-01-19,Facebook,5486,1946,1746,781,647449
3922,2023-01-08,Google Ads,7297,6025,4539,141,47658
3923,2023-08-01,Organic,4438,2107,2084,614,505322
3924,2023-03-06,Organic,7295,5116,3753,487,344796
3925,2023-03-15,LinkedIn,5232,1208,316,209,47652
3926,2023-11-28,Organic,6209,2004,383,161,62146
3927,2023-10-15,Email,1614,1228,304,286,210782
3928,2023-03-15,Facebook,4594,4007,196,31,26753
3929,2023-08-12,Email,8269,7708,1300,195,107250
3930,2023-01-18,LinkedIn,6491,6157,5804,4914,2766582
3931,2023-12-10,Organic,6957,1593,37,16,1808
3932,2023-01-30,Email,9562,2739,1632,621,160839
3933,2023-12-09,Facebook,9817,9236,6078,2033,235828
3934,2023-11-04,Google Ads,2552,875,541,377,115362
3935,2023-11-27,Organic,1466,1403,890,799,397902
3936,2023-05-03,Facebook,4325,1598,1310,1237,310487
3937,2023-09-27,LinkedIn,3150,209,92,67,61774
3938,2023-09-12,Organic,8552,7969,2425,1166,135256
3939,2023-12-26,Organic,5641,2854,2335,1521,217503
3940,2023-07-20,Email,6565,1876,1696,1308,415944
3941,2023-02-06,LinkedIn,3774,324,59,48,40800
3942,2023-06-20,LinkedIn,7494,1764,1696,1104,128064
3943,2023-12-03,Facebook,6474,1369,482,232,175856
3944,2023-05-12,Google Ads,7498,7421,2315,1776,195360
3945,2023-04-13,Email,5178,1126,5,1,627
3946,2023-08-28,Email,2103,1371,178,120,50040
3947,2023-07-06,Email,9699,2668,2413,1106,193550
3948,2023-04-29,Facebook,8358,1191,1061,951,450774
3949,2023-03-27,Email,3054,1031,116,23,6348
3950,2023-04-28,Email,4191,642,200,132,54516
3951,2023-09-09,Facebook,6586,597,460,410,114390
3952,2023-04-04,Google Ads,3854,1993,9,2,1400
3953,2023-02-19,LinkedIn,7757,2643,2626,1522,573794
3954,2023-06-22,Email,2626,1602,1530,1470,1378860
3955,2023-02-27,Google Ads,4297,617,150,29,23432
3956,2023-11-13,Email,7913,189,169,121,110836
3957,2023-10-24,Google Ads,1101,558,326,49,38073
3958,2023-07-09,Google Ads,6465,6200,794,649,445863
3959,2023-07-10,Facebook,6674,205,91,67,33701
3960,2023-03-20,Organic,8434,6836,472,107,43977
3961,2023-03-07,Organic,6465,3251,3068,824,496872
3962,2023-10-30,Google Ads,1035,168,12,8,5168
3963,2023-05-11,Google Ads,5387,3626,1690,335,37520
3964,2023-07-01,Organic,8637,4998,550,230,25300
3965,2023-11-23,Organic,8796,3563,2309,2219,368354
3966,2023-11-17,LinkedIn,3159,2504,82,40,32640
3967,2023-03-22,Email,6665,5033,4186,931,279300
3968,2023-06-03,Email,5846,2250,1398,1055,893585
3969,2023-11-01,Facebook,7442,3232,1325,910,95550
3970,2023-11-19,Google Ads,1826,1275,1144,317,300199
3971,2023-07-29,Organic,9434,3956,483,410,298070
3972,2023-03-12,LinkedIn,3898,2667,993,768,684288
3973,2023-07-22,LinkedIn,9761,4353,308,25,11450
3974,2023-11-23,Facebook,7401,637,613,85,66385
3975,2023-04-28,Organic,2858,2806,2007,449,376262
3976,2023-03-12,Google Ads,2076,1814,1208,786,721548
3977,2023-09-30,LinkedIn,5562,5237,2122,1595,1411575
3978,2023-11-03,Facebook,2351,1585,880,2,906
3979,2023-07-04,Facebook,9252,8188,3111,2588,2471540
3980,2023-12-29,Google Ads,8441,6156,5956,388,258408
3981,2023-09-26,Organic,5031,2497,980,394,241916
3982,2023-04-11,Google Ads,2306,148,58,10,2210
3983,2023-03-11,Facebook,9612,1123,246,176,110000
3984,2023-03-05,Facebook,3091,1066,797,305,287920
3985,2023-10-15,Google Ads,2487,765,4,2,412
3986,2023-08-16,Facebook,3202,263,213,172,82732
3987,2023-12-13,Facebook,7101,189,80,67,66665
3988,2023-03-06,Facebook,4437,1271,608,131,18340
3989,2023-11-01,Organic,7465,1369,754,348,36888
3990,2023-06-11,Google Ads,8479,930,850,774,557280
3991,2023-04-25,Email,1054,892,297,33,21615
3992,2023-04-21,Google Ads,9990,3756,64,48,7008
3993,2023-04-23,LinkedIn,6238,6058,5504,4002,1096548
3994,2023-02-02,LinkedIn,2312,2136,507,290,59450
3995,2023-05-12,LinkedIn,6111,5129,5013,484,282172
3996,2023-06-04,Facebook,1048,396,48,24,14640
3997,2023-03-27,Google Ads,4107,3647,577,65,48620
3998,2023-09-19,Google Ads,4280,161,19,15,3825
3999,2023-09-11,Google Ads,9744,6922,3121,915,455670
4000,2023-07-04,Facebook,9246,6879,3502,3269,2837492
4001,2023-07-15,Organic,6961,2091,276,22,16500
4002,2023-10-21,LinkedIn,1897,1672,150,15,14475
4003,2023-11-26,Organic,8339,8037,4188,1881,1384416
4004,2023-02-01,Google Ads,2815,480,252,72,40968
4005,2023-10-30,Facebook,6856,1121,517,324,208332
4006,2023-01-03,LinkedIn,2429,919,87,7,5600
4007,2023-01-04,Organic,1054,946,855,84,29484
4008,2023-04-11,LinkedIn,1155,307,28,8,2184
4009,2023-02-27,Google Ads,4754,2716,2079,1488,1435920
4010,2023-04-21,Organic,5266,3455,1938,216,183816
4011,2023-07-22,Facebook,3875,3399,1556,1468,1099532
4012,2023-01-19,Organic,9122,2986,1561,720,349200
4013,2023-12-17,Organic,8428,8078,3843,1190,433160
4014,2023-09-20,LinkedIn,4835,4338,3789,1920,831360
4015,2023-05-31,Organic,4431,1039,344,316,139040
4016,2023-08-03,LinkedIn,6111,4737,3588,155,42780
4017,2023-07-28,Email,3623,3304,312,243,242514
4018,2023-04-02,Organic,1392,1360,628,453,366024
4019,2023-05-16,Facebook,2030,1805,1373,422,420734
4020,2023-02-21,LinkedIn,5873,2762,1994,204,51612
4021,2023-11-21,Google Ads,8569,3905,130,41,27470
4022,2023-10-04,Google Ads,3411,1636,1283,183,86010
4023,2023-02-04,LinkedIn,4081,1855,595,555,145965
4024,2023-10-06,Email,1913,104,70,32,9248
4025,2023-04-18,Google Ads,7413,2874,1210,128,38016
4026,2023-12-14,Email,3660,1192,861,794,371592
4027,2023-02-26,LinkedIn,5422,869,479,223,66231
4028,2023-12-08,Organic,8561,4651,3543,2588,297620
4029,2023-02-07,Organic,5566,3286,1076,581,255640
4030,2023-06-13,Facebook,1363,901,458,187,187000
4031,2023-02-22,Facebook,4752,2773,2262,1381,143624
4032,2023-12-13,Facebook,3193,2752,2346,248,104160
4033,2023-11-11,LinkedIn,7235,4177,1567,29,25984
4034,2023-01-30,Email,4318,2485,735,441,196245
4035,2023-09-05,Facebook,5828,2328,1160,435,106140
4036,2023-02-21,Email,3974,339,31,22,12188
4037,2023-12-28,Organic,4959,652,628,170,76160
4038,2023-07-09,Email,9636,506,309,7,1743
4039,2023-11-16,Email,7097,2269,1161,416,409344
4040,2023-06-20,Email,8073,6680,6679,2042,483954
4041,2023-11-02,Facebook,3209,832,128,17,3961
4042,2023-11-26,Google Ads,4061,3210,583,538,454610
4043,2023-02-14,Organic,7606,5143,250,137,26441
4044,2023-01-23,Email,6570,5670,711,24,2976
4045,2023-01-09,Google Ads,1679,341,266,249,186501
4046,2023-05-16,Google Ads,7074,4201,2474,2235,1390170
4047,2023-01-31,Google Ads,3216,2839,1115,376,251544
4048,2023-09-26,Google Ads,5422,5324,1023,757,653291
4049,2023-09-11,Email,8785,3064,1261,325,274300
4050,2023-01-09,Organic,1003,620,619,612,214200
4051,2023-07-15,Organic,2566,116,84,67,50451
4052,2023-05-04,Email,1282,310,264,235,56400
4053,2023-08-21,Email,7475,2247,658,565,236170
4054,2023-06-14,Email,2660,1206,804,421,336800
4055,2023-03-13,Organic,2871,1272,1246,3,2061
4056,2023-02-09,Organic,8867,1507,808,529,207368
4057,2023-02-21,Organic,6544,5753,5532,539,423654
4058,2023-09-25,Organic,8337,2811,1037,753,244725
4059,2023-11-05,Email,9438,5340,111,106,43566
4060,2023-05-23,Facebook,6803,3218,1381,1135,792230
4061,2023-11-16,Facebook,7591,6406,5781,2269,1588300
4062,2023-01-30,Organic,7323,312,28,25,9100
4063,2023-09-05,Organic,3406,197,113,49,11319
4064,2023-07-11,Facebook,1668,249,145,113,20340
4065,2023-08-05,Google Ads,4693,2333,1638,131,114756
4066,2023-07-25,Organic,6280,5681,40,11,3894
4067,2023-04-06,Google Ads,7838,3559,2210,1644,646092
4068,2023-12-12,LinkedIn,1998,448,425,359,319151
4069,2023-12-11,LinkedIn,6556,2305,1184,404,135340
4070,2023-02-17,Facebook,9890,8573,6121,5424,2500464
4071,2023-04-24,Facebook,2198,977,108,69,68379
4072,2023-09-13,Organic,6876,1292,776,724,472772
4073,2023-12-15,Organic,6970,5699,2910,1479,829719
4074,2023-08-04,LinkedIn,3999,1913,1391,765,669375
4075,2023-05-22,Google Ads,4377,2913,2891,1495,617435
4076,2023-03-25,Organic,3661,2170,241,27,21222
4077,2023-07-22,Google Ads,3367,305,271,190,89490
4078,2023-11-27,Facebook,3975,137,75,37,11137
4079,2023-06-08,LinkedIn,1887,405,389,154,71764
4080,2023-11-24,Google Ads,6345,1775,884,53,33178
4081,2023-03-11,Facebook,7271,4007,3740,581,134792
4082,2023-07-23,LinkedIn,5546,1198,635,548,159468
4083,2023-04-02,Google Ads,3333,1468,933,390,306540
4084,2023-11-03,Facebook,5637,1169,69,12,7236
4085,2023-03-06,Organic,7940,6736,965,611,127088
4086,2023-05-03,Facebook,7550,6982,2685,1801,976142
4087,2023-11-23,Google Ads,7842,4656,468,413,185024
4088,2023-10-14,Google Ads,9328,7295,6812,3303,1889316
4089,2023-04-05,LinkedIn,4470,1815,774,348,90132
4090,2023-12-21,Organic,2945,1725,846,677,276893
4091,2023-11-16,Google Ads,2998,1972,651,403,102362
4092,2023-10-16,Organic,8509,3684,1090,181,138827
4093,2023-06-04,Google Ads,1304,863,854,722,95304
4094,2023-06-25,Facebook,5346,3963,350,342,218538
4095,2023-04-16,Organic,4934,4711,1196,297,207009
4096,2023-03-14,Facebook,6795,6281,208,199,139897
4097,2023-10-15,Google Ads,9674,1431,1095,536,331248
4098,2023-04-15,Organic,1116,819,326,148,60384
4099,2023-09-04,Google Ads,9368,6591,2204,447,378609
4100,2023-05-31,Email,8438,8084,4854,3178,467166
4101,2023-11-11,Organic,8865,8651,8201,6830,5395700
4102,2023-04-14,Facebook,3203,847,201,173,21106
4103,2023-07-11,Facebook,8307,1706,1171,397,271151
4104,2023-09-24,Google Ads,5533,2284,2162,738,126936
4105,2023-02-22,LinkedIn,2382,1589,243,47,4982
4106,2023-07-31,Organic,1153,306,144,87,47502
4107,2023-09-25,LinkedIn,2349,160,35,32,28192
4108,2023-07-03,Email,5125,520,329,312,112008
4109,2023-01-05,Email,1230,280,140,32,6976
4110,2023-09-14,LinkedIn,2767,1534,741,614,586370
4111,2023-01-15,Organic,9181,5405,1233,306,168606
4112,2023-11-20,LinkedIn,1843,1309,1053,422,161626
4113,2023-04-20,LinkedIn,6863,1035,280,182,71344
4114,2023-07-10,Facebook,1019,683,60,42,7644
4115,2023-04-13,Organic,8773,5492,1373,485,349200
4116,2023-10-02,Google Ads,6801,5473,989,726,348480
4117,2023-02-27,Facebook,4638,3174,1125,668,536404
4118,2023-09-15,Organic,7055,992,262,236,62304
4119,2023-10-14,LinkedIn,5103,2822,1831,516,400932
4120,2023-06-11,Email,8962,8235,1043,837,138942
4121,2023-12-17,Email,5005,3081,1985,1159,565592
4122,2023-02-08,Organic,9051,7032,1922,238,153034
4123,2023-11-15,Email,3252,1789,1266,538,264696
4124,2023-02-27,Google Ads,4851,205,194,136,116144
4125,2023-08-17,Email,9043,4462,551,382,279624
4126,2023-05-26,Email,5569,610,237,69,53613
4127,2023-11-13,Facebook,4501,288,33,4,3476
4128,2023-12-11,Facebook,4292,3339,2015,1108,544028
4129,2023-09-03,Facebook,1111,289,189,166,131306
4130,2023-03-07,LinkedIn,6575,441,150,130,54730
4131,2023-02-03,Facebook,3109,2261,1850,99,24651
4132,2023-06-28,Organic,6326,5236,5184,3616,2740928
4133,2023-09-28,Organic,9169,8003,4138,3836,2857820
4134,2023-06-29,Google Ads,5029,2532,554,272,72080
4135,2023-05-15,Facebook,3714,1022,879,166,62250
4136,2023-05-17,Organic,8102,5415,2600,163,102527
4137,2023-08-06,Email,4628,2315,295,282,194862
4138,2023-11-28,LinkedIn,9695,9462,554,17,16252
4139,2023-12-14,Organic,9049,782,743,13,11024
4140,2023-07-11,Facebook,7096,2406,930,28,3780
4141,2023-01-09,Organic,5352,1976,753,461,136917
4142,2023-07-04,Email,9856,6978,475,473,278597
4143,2023-01-11,LinkedIn,5742,248,219,23,17250
4144,2023-04-10,Google Ads,6225,4181,3252,2433,267630
4145,2023-01-11,Facebook,9824,6737,6410,1257,134499
4146,2023-06-01,Facebook,8881,942,456,393,262524
4147,2023-03-18,LinkedIn,1540,257,209,177,114342
4148,2023-07-14,Email,1756,1341,854,167,86840
4149,2023-02-25,Organic,7826,4577,1019,479,184894
4150,2023-08-11,Organic,9576,6287,4717,1737,1703997
4151,2023-02-13,LinkedIn,4325,3441,1070,350,45850
4152,2023-01-24,Facebook,5418,3181,2641,347,260250
4153,2023-10-24,Google Ads,4332,2639,1535,341,179025
4154,2023-12-31,Facebook,6866,3745,359,62,18228
4155,2023-07-08,Google Ads,1374,1226,1128,315,224280
4156,2023-12-15,Organic,6996,4601,2235,1167,1019958
4157,2023-02-08,Organic,4667,4464,3663,97,75951
4158,2023-08-03,Organic,8116,5638,1263,687,570210
4159,2023-01-25,Email,3244,2503,1345,43,34185
4160,2023-04-07,Organic,7268,6423,4842,2036,1040396
4161,2023-01-20,Facebook,4260,107,68,26,12922
4162,2023-01-23,Facebook,7051,4922,4102,2584,284240
4163,2023-09-25,Email,6957,3695,2363,2283,285375
4164,2023-07-29,Google Ads,6960,5930,643,297,165132
4165,2023-09-08,Organic,6041,4427,3064,1170,939510
4166,2023-06-15,Email,9748,6016,4889,1460,166440
4167,2023-02-11,Facebook,4970,1080,880,654,566364
4168,2023-12-04,Organic,2264,135,103,77,37499
4169,2023-03-27,Organic,5449,4762,474,333,188478
4170,2023-05-31,Email,5574,712,4,1,565
4171,2023-04-05,Organic,9268,2745,2090,562,538958
